text,standardized_text,processed_text
Student surfed through the knowledge and they could experience all the concepts. At the same time it's especially important the possibility of predict and verify. ,student surfed through the knowledge and they could experience all the concepts. at the same time it's especially important the possibility of predict and verify. ,student surf knowledge experience concept time especially important possibility predict verify  
The visuals\r\nThe chance to physically interact with the materials to confirm the theory\r\nThe simulations ,the visuals  the chance to physically interact with the materials to confirm the theory  the simulations ,visuals chance physically interact material confirm theory simulation 
"In fact, the web-based system can foster students collaboration and help them to reflect on various aspects of the topic. Simulation is another advantage  of the tool. The tool helps student to be more productive and creative. They can make and test their predictions. Students are no longer passive consumers of technology. They are active participants who are able to investigate, measure, and think about the possible explanations. Besides, the platform can be used for discussion and assessment. \r\n",in fact  the web based system can foster students collaboration and help them to reflect on various aspects of the topic. simulation is another advantage  of the tool. the tool helps student to be more productive and creative. they can make and test their predictions. students are no longer passive consumers of technology. they are active participants who are able to investigate  measure  and think about the possible explanations. besides  the platform can be used for discussion and assessment.   ,fact web base system foster student collaboration help reflect various aspect topic simulation advantage tool tool help student productive creative make test prediction student longer passive consumer technology active participant able investigate measure think possible explanation platform use discussion assessment  
The ability to let the students see the topic from more than one angle!,the ability to let the students see the topic from more than one angle ,ability let student see topic angle 
WISE activity constitutes a helpful tool to promote inquiry learning in foreing language education and is considered to effective and efficient in helping students learn a variety of topics.,wise activity constitutes a helpful tool to promote inquiry learning in foreing language education and is considered to effective and efficient in helping students learn a variety of topics.,wise activity constitute helpful tool promote inquiry learning foreing language education consider effective efficient help student learn variety topic  
The ability to work the theme of the class into smaller topics associated with the simulations.,the ability to work the theme of the class into smaller topics associated with the simulations.,ability work theme class small topic associate simulation  
"The wise system helped the students to test  the information by themselves and test it in the real life and this will help the student to understand the information in better way and stay in his mind than the traditional way of learning .Also the wise system encouraged the students to investigate ,measure and think about the possible explanations of the information.",the wise system helped the students to test  the information by themselves and test it in the real life and this will help the student to understand the information in better way and stay in his mind than the traditional way of learning .also the wise system encouraged the students to investigate  measure and think about the possible explanations of the information.,wise system help student test information test real life help student understand information good way stay mind traditional way learn also wise system encourage student investigate measure think possible explanation information  
"I identified a number of benefits: The students were given the opportunity for effective learning to take place as they  reflected on scenarios, collaborated with others, constructed and evaluated predictions, engaged in simulations that helped to further develop their schema on the topic. In addition, the learners had the opportunity to investigate, measure, and explain. I believe that the opportunities provided by the WISE platform helped to reinforce student learning at different levels. ",i identified a number of benefits  the students were given the opportunity for effective learning to take place as they  reflected on scenarios  collaborated with others  constructed and evaluated predictions  engaged in simulations that helped to further develop their schema on the topic. in addition  the learners had the opportunity to investigate  measure  and explain. i believe that the opportunities provided by the wise platform helped to reinforce student learning at different levels. ,identify number benefit student give opportunity effective learning take place reflect scenario collaborate others construct evaluate prediction engage simulation help far develop schema topic addition learner opportunity investigate measure explain believe opportunity provide wise platform help reinforce student learn different level  
"I love that in this program as the program collects their reflections it can scaffold their learning.  Asking questions to reinforce the concept.  Also, the interactive component is very effective.  Having students read about thermodynamics and then use a hands on activity.",i love that in this program as the program collects their reflections it can scaffold their learning.  asking questions to reinforce the concept.  also  the interactive component is very effective.  having students read about thermodynamics and then use a hands on activity.,love program program collect reflection scaffold learning ask question reinforce concept also interactive component effective student read thermodynamics use hand activity  
"The WISE activity was effective in helping students learn a topic by encouraging students to investigate and test their ideas as they developed an understanding of the concepts of thermodynamics.  Students were excited to to search for the knowledge and communicate their understanding with peers.  The posed questions, simulations and diagrams helped students develop deeper understanding of the concept beyond recitation of definitions.",the wise activity was effective in helping students learn a topic by encouraging students to investigate and test their ideas as they developed an understanding of the concepts of thermodynamics.  students were excited to to search for the knowledge and communicate their understanding with peers.  the posed questions  simulations and diagrams helped students develop deeper understanding of the concept beyond recitation of definitions.,wise activity effective help student learn topic encourage student investigate test idea develop understanding concept thermodynamics student excite search knowledge communicate understanding peer posed question simulation diagram help student develop understanding concept recitation definition  
"giving students simulations and more examples on conduction, convection, and radiation.",giving students simulations and more examples on conduction  convection  and radiation.,give student simulation example conduction convection radiation  
1.simulations for students to have better understanding of the topic.\r\n2. students could make a predictions and test their predictions.\r\n3. students work in the small groups which allow them to collaborate with each other.\r\n,1.simulations for students to have better understanding of the topic.  . students could make a predictions and test their predictions.  . students work in the small groups which allow them to collaborate with each other.  , simulation student good understanding topic  student make prediction test prediction  student work small group allow collaborate  
"First of all, the fact that students were helping each other, like Prof. Ram_n Ferreiro from NOVA Southeastern University said this past weekend at #InterESTRATIC: The best teacher for a kid is another kid.\r\nSecondly, the students were actually researching, experimenting, conjecturing, testing... the whole 'Scientific Method' hands on. It doesn't get better than that, does it?",first of all  the fact that students were helping each other  like prof. ram n ferreiro from nova southeastern university said this past weekend at    the best teacher for a kid is another kid.  secondly  the students were actually researching  experimenting  conjecturing  testing... the whole 'scientific method' hands on. it doesn't get better than that  does it ,first fact student help prof ram n ferreiro nova southeastern university say past weekend best teacher kid kid secondly student actually research experiment conjecture test   whole scientific method hand get good 
simulations which gives a feeling of hands on experience to the students. they feel that they found out the facts by their own.,simulations which gives a feeling of hands on experience to the students. they feel that they found out the facts by their own.,simulation give feeling hand experience student feel find fact  
1.  They felt the objects by themselves\r\n2.   They melted chocolate bars on hot iron and glass\r\n3.   They got to know why heat transported more quickly through some more than others,1.  they felt the objects by themselves  .   they melted chocolate bars on hot iron and glass  .   they got to know why heat transported more quickly through some more than others, felt object melt chocolate bar hot iron glass get know heat transport quickly others 
The WISE activity slows down the learning by scaffolding individual students learning as well as providing visuals which can be another way of reteaching previously taught material. It allows students to collaborate and building on each others knowledge because the teacher is able to see where students may be getting stuck and push their thinking along by sharing the thinking of other students or ask probing questions which may help them see the material differently.,the wise activity slows down the learning by scaffolding individual students learning as well as providing visuals which can be another way of reteaching previously taught material. it allows students to collaborate and building on each others knowledge because the teacher is able to see where students may be getting stuck and push their thinking along by sharing the thinking of other students or ask probing questions which may help them see the material differently.,wise activity slow learning scaffold individual student learn well provide visuals way reteaching previously teach material allow student collaborate building others knowledge teacher able see student get stuck push thinking share thinking student ask probe question help see material differently  
"WISE aspects like simulation, breaking concepts into small manageable pieces and freedom of modification according to learner need were most effective and lastly I loved the aspect of learner track record.",wise aspects like simulation  breaking concepts into small manageable pieces and freedom of modification according to learner need were most effective and lastly i loved the aspect of learner track record.,wise aspect simulation break concept small manageable piece freedom modification accord learner need effective lastly love aspect learner track record  
To be able to see in a video how physics work I thing It's very important to the students and of course the importance that they could repeat the lessons or instructions the times they required it's very important.,to be able to see in a video how physics work i thing it's very important to the students and of course the importance that they could repeat the lessons or instructions the times they required it's very important.,able see video physics work thing important student course importance repeat lesson instruction time require important  
The most interesting aspect is the possibilit to build a set of activity that we can inquery our students to develop their capabilities.,the most interesting aspect is the possibilit to build a set of activity that we can inquery our students to develop their capabilities.,interesting aspect possibilit build set activity inquery student develop capability  
"The direct contact with each concept, the opportunity for each student to experiment with each concept, the possibility to share ideas with the teacher and receive instant feedback.",the direct contact with each concept  the opportunity for each student to experiment with each concept  the possibility to share ideas with the teacher and receive instant feedback.,direct contact concept opportunity student experiment concept possibility share idea teacher receive instant feedback  
"Students make predictions\r\nStudents test their predictions\r\nStudents were not given an answer\r\nStudents investigate,measure and think possible answer based on their results\r\nStudents carry out simulations and can thus refine their answer",students make predictions  students test their predictions  students were not given an answer  students investigate measure and think possible answer based on their results  students carry out simulations and can thus refine their answer,student make prediction student test prediction student give answer student investigate measure think possible answer base result student carry simulation thus refine answer 
the reflection aspect is the most effective in terms of helping students learn the topics as well as the opportunity to experiment,the reflection aspect is the most effective in terms of helping students learn the topics as well as the opportunity to experiment,reflection aspect effective term help student learn topic well opportunity experiment 
"WISE IS EFFECTIVE IN TEACHING SCIENCE,AND GIVES STUDENTS AN OPPORTUNITY TO LEARN NEW ASPECTS OF THE SUBJECT.",wise is effective in teaching science and gives students an opportunity to learn new aspects of the subject.,wise effective teach science give student opportunity learn new aspect subject  
"It allowed students to learn how to learn, which was excellent for them because it promoted life long learning which is vitally important for student success in school and the workplace. ",it allowed students to learn how to learn  which was excellent for them because it promoted life long learning which is vitally important for student success in school and the workplace. ,allow student learn learn excellent promote life long learn vitally important student success school workplace  
"That it breaks down the subject so that the students can understand. They can see simulations that can help them understand better. And it makes them active agents in their own learning process, they are investigating, thinking and reflecting about the topic.",that it breaks down the subject so that the students can understand. they can see simulations that can help them understand better. and it makes them active agents in their own learning process  they are investigating  thinking and reflecting about the topic.,break subject student understand see simulation help understand good make active agent learning process investigate thinking reflect topic  
Definitely the most important aspect is the one that showed them through graphics and demonstrations how heat was conducted. ,definitely the most important aspect is the one that showed them through graphics and demonstrations how heat was conducted. ,definitely important aspect one show graphic demonstration heat conduct  
Wise makes easy student collecting their reflections. Student would have a better understanding through self experience and this platform provide a good scenery for that purpose.,wise makes easy student collecting their reflections. student would have a better understanding through self experience and this platform provide a good scenery for that purpose.,wise make easy student collect reflection student good understanding self experience platform provide good scenery purpose  
"I liked how WISE was interactive for the students and provided images that enabled them to understand concepts. It also allowed teachers to assess student learning and provide timely feedback on their learning. Not only did it provide hands-on learning, but it was engaging for the students and targeted their point of need.",i liked how wise was interactive for the students and provided images that enabled them to understand concepts. it also allowed teachers to assess student learning and provide timely feedback on their learning. not only did it provide hands on learning  but it was engaging for the students and targeted their point of need.,like wise interactive student provide image enable understand concept also allow teacher assess student learning provide timely feedback learning provide hand learn engage student target point need  
I thought that finding the time to work on a confusing or difficult aspect with WISE to be useful in my teaching of a foreign language because more ways and angles eventually help them find answers to their questions without embarrassment. The other is having more control and being able to share my results. The final thing that I like about WISE is that changes and editing are made possible to work for any type of course. ,i thought that finding the time to work on a confusing or difficult aspect with wise to be useful in my teaching of a foreign language because more ways and angles eventually help them find answers to their questions without embarrassment. the other is having more control and being able to share my results. the final thing that i like about wise is that changes and editing are made possible to work for any type of course. ,think find time work confusing difficult aspect wise useful teaching foreign language way angle eventually help find answer question embarrassment control able share result final thing like wise change edit make possible work type course  
The opportunity for the teacher to observe student understanding and where further clarification might be needed or explained in a different way.,the opportunity for the teacher to observe student understanding and where further clarification might be needed or explained in a different way.,opportunity teacher observe student understanding clarification need explain different way  
"The combination of breaking down the information into small, manageable pieces and then providing visuals using that information.This way, the students learn about the building blocks of the full topic individually, and as they get this piecemeal foundation, they are able to stack up the knowledge into understanding the broader topic.",the combination of breaking down the information into small  manageable pieces and then providing visuals using that information.this way  the students learn about the building blocks of the full topic individually  and as they get this piecemeal foundation  they are able to stack up the knowledge into understanding the broader topic.,combination break information small manageable piece provide visuals use information way student learn building block full topic individually get piecemeal foundation able stack knowledge understand broad topic  
The access to material on the web is very challenging as there are number of resources on one topic. This helps the child to pick up the resource based on her/his understanding. This is also an indicator for the teacher whether the instructions were followed by the students or not. ,the access to material on the web is very challenging as there are number of resources on one topic. this helps the child to pick up the resource based on her his understanding. this is also an indicator for the teacher whether the instructions were followed by the students or not. ,access material web challenging number resource topic help child pick resource base understanding also indicator teacher instruction follow student  
"Students will visual concepts, inmediatly interactions with peers and the teachers, and be able to record the process and outcomes that they experienced. ",students will visual concepts  inmediatly interactions with peers and the teachers  and be able to record the process and outcomes that they experienced. ,student visual concept inmediatly interaction peer teacher able record process outcome experience  
"The activity was based on previous lessons and trial software.It was used to reflect on various scenarios, collaborate with partners and make and test their own predictions. The idea of being able to simulate the wise and do it collaboratively are aspects that I think is most relevant.",the activity was based on previous lessons and trial software.it was used to reflect on various scenarios  collaborate with partners and make and test their own predictions. the idea of being able to simulate the wise and do it collaboratively are aspects that i think is most relevant.,activity base previous lesson trial software use reflect various scenario collaborate partner make test prediction idea able simulate wise collaboratively aspect think relevant  
"Activation of students, the activity provoke them to think about problems, formulate their ideas and share them with classmates.",activation of students  the activity provoke them to think about problems  formulate their ideas and share them with classmates.,activation student activity provoke think problem formulate idea share classmate  
"Students can work in a collaborative way, they can testing their predictions and understand concepts in a different way based in the experimentation.",students can work in a collaborative way  they can testing their predictions and understand concepts in a different way based in the experimentation.,student work collaborative way test prediction understand concept different way base experimentation  
Students become more familiar with recording information as a collective which allows for questioning how someone comes up with an answer resulting in explaining concepts using a language that is sourced from an individual who has a similar persepective/knowledge base to whom it could be easier to relate to.\r\n,students become more familiar with recording information as a collective which allows for questioning how someone comes up with an answer resulting in explaining concepts using a language that is sourced from an individual who has a similar persepective knowledge base to whom it could be easier to relate to.  ,student become familiar record information collective allow question someone come answer result explain concept use language source individual similar persepective knowledge base easy relate  
"1- Memory as a Problem-Solving Tool\r\n2- concentration is exclusive attention to one object and to concentrate is to bring all efforts, faculties,\r\n3-Active Reading and Listening\r\n4-Exam Preparation and Performance\r\n5- Using Your Time Effectively",1  memory as a problem solving tool    concentration is exclusive attention to one object and to concentrate is to bring all efforts  faculties    active reading and listening   exam preparation and performance    using your time effectively,memory problem solve tool concentration exclusive attention object concentrate bring effort faculty active reading listen exam preparation performance use time effectively 
The students meet the different materials\r\nThey reflect on the measurements they have to experiment,the students meet the different materials  they reflect on the measurements they have to experiment,student meet different material reflect measurement experiment 
The WISE activity allowed students to make and test predictions with regard to the topic.  It helped them understand the concept.,the wise activity allowed students to make and test predictions with regard to the topic.  it helped them understand the concept.,wise activity allow student make test prediction regard topic help understand concept  
The fact that the student self directs and can return and review material.,the fact that the student self directs and can return and review material.,fact student self directs return review material  
"I liked how the WISE activity really broke the overall concept into small, manageable steps that slowly built the student's understanding of each sub-section of the overall concept, gradually leading students to a full understanding of the main topic.  This type of scaffolding allows stronger students to quickly consolidate their knowledge and build to their new understanding about the topic and allows students in need of more support, to use the stepping stones of the WISE program, to give them the essential understanding that they need.  For example, a teacher trying to do such an activity without the support of WISE, would not necessarily know how long to remain on any one aspect of the activity, and may move too quickly for some students and too slowly for others.  By using technology, the student drives the speed of learning and is able to adjust that to fit their personal processing speed (within the two 80 min periods given for the activity).",i liked how the wise activity really broke the overall concept into small  manageable steps that slowly built the student's understanding of each sub section of the overall concept  gradually leading students to a full understanding of the main topic.  this type of scaffolding allows stronger students to quickly consolidate their knowledge and build to their new understanding about the topic and allows students in need of more support  to use the stepping stones of the wise program  to give them the essential understanding that they need.  for example  a teacher trying to do such an activity without the support of wise  would not necessarily know how long to remain on any one aspect of the activity  and may move too quickly for some students and too slowly for others.  by using technology  the student drives the speed of learning and is able to adjust that to fit their personal processing speed  within the two  min periods given for the activity .,like wise activity really break overall concept small manageable step slowly build student understanding sub section overall concept gradually leading student full understanding main topic type scaffold allows strong student quickly consolidate knowledge build new understand topic allow student need support use stepping stone wise program give essential understanding need example teacher try activity support wise necessarily know long remain aspect activity move quickly student slowly others use technology student drive speed learning able adjust fit personal processing speed min period give activity  
I think the ability to test their own ideas and hold experiments helps students really understand difficult concepts. They can then share their findings with their peers.  I think the visual aspect also helps with understanding.,i think the ability to test their own ideas and hold experiments helps students really understand difficult concepts. they can then share their findings with their peers.  i think the visual aspect also helps with understanding.,think ability test idea hold experiment help student really understand difficult concept share finding peer think visual aspect also help understand  
"I really liked that the WISE activity allowed the students to explore the concepts of Thermodynamics through an investigation where they had the opportunity to somewhat control the order of the investigation and come to their own conclusions and understanding of the concepts based on their experience.\r\n\r\nIt provided the students with the opportunity to easily restart and redo the investigation numerous times, thereby building confidence in themselves and not having to worry about dong something wrong.\r\n\r\nIt was great the their teacher could monitor their progress throughout the activity and step in and intervene and even get the whole class to pause. Especially, when she noticed that there was a misconception about the concept or that they were coming to an incorrect conclusion based on the data. It is hard to do that during an actual live lab.  ",i really liked that the wise activity allowed the students to explore the concepts of thermodynamics through an investigation where they had the opportunity to somewhat control the order of the investigation and come to their own conclusions and understanding of the concepts based on their experience.    it provided the students with the opportunity to easily restart and redo the investigation numerous times  thereby building confidence in themselves and not having to worry about dong something wrong.    it was great the their teacher could monitor their progress throughout the activity and step in and intervene and even get the whole class to pause. especially  when she noticed that there was a misconception about the concept or that they were coming to an incorrect conclusion based on the data. it is hard to do that during an actual live lab.  ,really like wise activity allow student explore concept thermodynamics investigation opportunity somewhat control order investigation come conclusion understanding concept base experience provide student opportunity easily restart redo investigation numerous time thereby build confidence worry dong something wrong great teacher monitor progress activity step intervene even get whole class pause especially notice misconception concept come incorrect conclusion base data hard actual live lab  
It is a very interactive platform to communicate between teachers and students,it is a very interactive platform to communicate between teachers and students,interactive platform communicate teacher student 
"Students were allowed to work at their own pace, which created a great source of differentiation. The lesson was broken down into smaller subtopics with questions and visuals for each subtopic that students could interact with. Each subtopic progressed so that connections were made to previous material and laid the foundation for the next section. Students were required to submit justifications along with their answers, so they can't just skip through it by picking random answers. Overall, the students were engaged, and that is always one of the biggest factors in effective student learning.",students were allowed to work at their own pace  which created a great source of differentiation. the lesson was broken down into smaller subtopics with questions and visuals for each subtopic that students could interact with. each subtopic progressed so that connections were made to previous material and laid the foundation for the next section. students were required to submit justifications along with their answers  so they can't just skip through it by picking random answers. overall  the students were engaged  and that is always one of the biggest factors in effective student learning.,student allow work pace create great source differentiation lesson break small subtopics question visuals subtopic student interact subtopic progress connection make previous material lay foundation next section student require submit justification answer skip pick random answer overall student engage always big factor effective student learn  
The simulations and visuals. The ability to break down concepts into small digestible pieces.,the simulations and visuals. the ability to break down concepts into small digestible pieces.,simulation visuals ability break concept small digestible piece  
"As I am an ESL (English as a Foreign Language) teacher, I'd focus on very simple science processes to learn in collaboration with the science teacher. Therefore, we would be working on cross-curricular activities. Students, in this sense, would experiment with already acquired knowledge in the subject, so that it is easier for them to interact in English during the WISE activity. \r\n\r\nI believe it would be very effective, as these are the kind of activities which motivate students to communicate with each other in a meaningful way.",as i am an esl  english as a foreign language  teacher  i'd focus on very simple science processes to learn in collaboration with the science teacher. therefore  we would be working on cross curricular activities. students  in this sense  would experiment with already acquired knowledge in the subject  so that it is easier for them to interact in english during the wise activity.     i believe it would be very effective  as these are the kind of activities which motivate students to communicate with each other in a meaningful way.,esl english foreign language teacher focus simple science process learn collaboration science teacher work cross curricular activity student sense experiment already acquire knowledge subject easy interact english wise activity believe effective kind activity motivate student communicate meaningful way  
It allowed students to reflect on various situations. Investigate measure and think if what they predicted was true or not.,it allowed students to reflect on various situations. investigate measure and think if what they predicted was true or not.,allow student reflect various situation investigate measure think predict true  
"Interactivity, collaboration and social interactions during the class. The way that the topic was broken into small chunks and then put back together to give students the chance to understand it from multiple perspectives. The opportunity that it gave for students to learn and then reflect upon that learning.",interactivity  collaboration and social interactions during the class. the way that the topic was broken into small chunks and then put back together to give students the chance to understand it from multiple perspectives. the opportunity that it gave for students to learn and then reflect upon that learning.,interactivity collaboration social interaction class way topic break small chunk put back together give student chance understand multiple perspective opportunity give student learn reflect learning  
"I thought the WISE lesson on Thermodynamics was effective because...\r\n- it allows for different simulations\r\n- it develops deeper understanding of concepts\r\n- it breaks down concepts into very small, manageable pieces, and helps the students scaffold them to build those ideas up to a better understanding.\r\n- it has great visuals and allows students to work individually or with their peers.",i thought the wise lesson on thermodynamics was effective because...    it allows for different simulations    it develops deeper understanding of concepts    it breaks down concepts into very small  manageable pieces  and helps the students scaffold them to build those ideas up to a better understanding.    it has great visuals and allows students to work individually or with their peers.,think wise lesson thermodynamics effective   allow different simulation develop deep understanding concept break concept small manageable piece help student scaffold build idea good understanding great visuals allow student work individually peer  
" tell the kids the right answer,\r\nbut rather they encourage them to investigate, measure, and think\r\nabout the possible explanations.\r\nWISE activity breaks down concepts\r\ninto very small, manageable pieces, and then it helps the students,\r\nscaffolds them, to kind of build those ideas up\r\nto a more coherent understanding.\r\n", tell the kids the right answer   but rather they encourage them to investigate  measure  and think  about the possible explanations.  wise activity breaks down concepts  into very small  manageable pieces  and then it helps the students   scaffolds them  to kind of build those ideas up  to a more coherent understanding.  ,tell kid right answer rather encourage investigate measure think possible explanation wise activity break concept small manageable piece help student scaffold kind build idea coherent understanding  
"Self-paced yet highly structured, with opportunity for the teacher to customize the activity to their individual students.",self paced yet highly structured  with opportunity for the teacher to customize the activity to their individual students.,self pace yet highly structure opportunity teacher customize activity individual student  
"I consider that the most important aspect that we must recognize in order to students can be involve with the topic is that they can make predictions; it allows that they can understand and explore the topic much better. Further, students can explain their own points of view and they can discuss their ideas with their classmates and teachers not only in class but also in the real life. ",i consider that the most important aspect that we must recognize in order to students can be involve with the topic is that they can make predictions  it allows that they can understand and explore the topic much better. further  students can explain their own points of view and they can discuss their ideas with their classmates and teachers not only in class but also in the real life. ,consider important aspect recognize order student involve topic make prediction allow understand explore topic much well student explain point view discuss idea classmate teacher class also real life  
"I found WISE to be a very interactive system that is a well-balanced blend between online and in-class learning. Students were able to reflect, collaborate and make comparisons as well as encourages rich discussions as it does not immediately provide the answer.  It broke down the concept of heat into smaller portions so they are easier to digest for the students. ",i found wise to be a very interactive system that is a well balanced blend between online and in class learning. students were able to reflect  collaborate and make comparisons as well as encourages rich discussions as it does not immediately provide the answer.  it broke down the concept of heat into smaller portions so they are easier to digest for the students. ,find wise interactive system well balance blend online class learning student able reflect collaborate make comparison well encourages rich discussion immediately provide answer break concept heat small portion easy digest student  
"It modifies the topic in way that student can understand by seeing  demonstration and stimulation .It helps  them to interact with teacher ,collaborate with partner and doing experimentation .Teacher can  assess  student  understanding through  interactive exercise and students were excited to learn through multimedia\r\n",it modifies the topic in way that student can understand by seeing  demonstration and stimulation .it helps  them to interact with teacher  collaborate with partner and doing experimentation .teacher can  assess  student  understanding through  interactive exercise and students were excited to learn through multimedia  ,modify topic way student understand see demonstration stimulation help interact teacher collaborate partner experimentation teacher assess student understand interactive exercise student excite learn multimedia 
"Collect students' answers and gain in-depth understanding of their reasoning.  In doing so, teachers can develop future lessons based on students' learning progress.",collect students' answers and gain in depth understanding of their reasoning.  in doing so  teachers can develop future lessons based on students' learning progress.,collect student answer gain depth understanding reasoning teacher develop future lesson base student learn progress  
"The most important aspect is that WISE helped students to deeper understand concept of the heat, by visualizing basic principles step by step, in order to build a coherent picture of this complex concept. Students had possibilities to chose simple answers on the questions; make simulations, and predictions. They were playing with very nicely visualized interactive program that encouraged them to think about possible answers and explain their own opinions. After working in WISE, students could test own presumptions in reality, in the environment around them, alone or in the groups. Students collaborated with each otherÈs to find correct answers. They could move in the real space and touch real materials. WISE motivated students to make reflections over their answers and facilitated possibility for each student to think independently end explain own opinion. Students realized the difference in temperature of different materials in the reality, when thinking in three dimensions. WISE technology did not provide them with the correct answers, than stimulated inquiry, encouraged them to measure, investigate and think about explanations. So the learning process was ending with discussions and even more questions.  ",the most important aspect is that wise helped students to deeper understand concept of the heat  by visualizing basic principles step by step  in order to build a coherent picture of this complex concept. students had possibilities to chose simple answers on the questions  make simulations  and predictions. they were playing with very nicely visualized interactive program that encouraged them to think about possible answers and explain their own opinions. after working in wise  students could test own presumptions in reality  in the environment around them  alone or in the groups. students collaborated with each otherès to find correct answers. they could move in the real space and touch real materials. wise motivated students to make reflections over their answers and facilitated possibility for each student to think independently end explain own opinion. students realized the difference in temperature of different materials in the reality  when thinking in three dimensions. wise technology did not provide them with the correct answers  than stimulated inquiry  encouraged them to measure  investigate and think about explanations. so the learning process was ending with discussions and even more questions.  ,important aspect wise help student deeper understand concept heat visualize basic principle step step order build coherent picture complex concept student possibility choose simple answer question make simulation prediction play nicely visualized interactive program encourage think possible answer explain opinion work wise student test presumption reality environment alone group student collaborate ès find correct answer move real space touch real material wise motivate student make reflection answer facilitated possibility student think independently end explain opinion student realize difference temperature different material reality thinking dimension wise technology provide correct answer stimulate inquiry encourage measure investigate think explanation learning process end discussion even question  
"The WISE activity was very effective in helping students understand the concept of heat by helping to break it down into manageable pieces for the students to digest bit by bit. It also encouraged students to investigate, measure and  test out their predictions with the use of visual manipulative tools, rather than the students just thinking about the topic and trying to figure it all out in their heads. It made their thinking visible and by exercising their ideas and it building a deep understanding of the topic as a result. Students could also collaborate easily with their peers and reflect on their work. There were concrete tools available in the classroom to further aid the investigation rather than just relying on the tools provided in the technology.",the wise activity was very effective in helping students understand the concept of heat by helping to break it down into manageable pieces for the students to digest bit by bit. it also encouraged students to investigate  measure and  test out their predictions with the use of visual manipulative tools  rather than the students just thinking about the topic and trying to figure it all out in their heads. it made their thinking visible and by exercising their ideas and it building a deep understanding of the topic as a result. students could also collaborate easily with their peers and reflect on their work. there were concrete tools available in the classroom to further aid the investigation rather than just relying on the tools provided in the technology.,wise activity effective help student understand concept heat help break manageable piece student digest bit bit also encourage student investigate measure test prediction use visual manipulative tool rather student think topic try figure head make thinking visible exercise idea build deep understanding topic result student also collaborate easily peer reflect work concrete tool available classroom aid investigation rather rely tool provide technology  
